Month,Sunspots
1968-06-1,110.3
1968-07-1,96.1
1968-08-1,109.3
1968-09-1,117.2
1968-10-1,107.7
1968-11-1,86
1968-12-1,109.8
1969-01-1,104.4
1969-02-1,120.5
1969-03-1,135.8
1969-04-1,106.8
1969-05-1,120
1969-06-1,106
1969-07-1,96.8
1969-08-1,98
1969-09-1,91.3
1969-10-1,95.7
1969-11-1,93.5
1969-12-1,97.9
1970-01-1,111.5
1970-02-1,127.8
1970-03-1,102.9
1970-04-1,109.5
1970-05-1,127.5
1970-06-1,106.8
1970-07-1,112.5
1970-08-1,93
1970-09-1,99.5
1970-10-1,86.6
1970-11-1,95.2
1970-12-1,83.5
1971-01-1,91.3
1971-02-1,79
1971-03-1,60.7
1971-04-1,71.8
1971-05-1,57.5
1971-06-1,49.8
1971-07-1,81
1971-08-1,61.4
1971-09-1,50.2
1971-10-1,51.7
1971-11-1,63.2
1971-12-1,82.2
1972-01-1,61.5
1972-02-1,88.4
1972-03-1,80.1
1972-04-1,63.2
1972-05-1,80.5
1972-06-1,88
1972-07-1,76.5
1972-08-1,76.8
1972-09-1,64
1972-10-1,61.3
1972-11-1,41.6
1972-12-1,45.3
1973-01-1,43.4
1973-02-1,42.9
1973-03-1,46
1973-04-1,57.7
1973-05-1,42.4
1973-06-1,39.5
1973-07-1,23.1
1973-08-1,25.6
1973-09-1,59.3
1973-10-1,30.7
1973-11-1,23.9
1973-12-1,23.3
1974-01-1,27.6
1974-02-1,26
1974-03-1,21.3
1974-04-1,40.3
1974-05-1,39.5
1974-06-1,36
1974-07-1,55.8
1974-08-1,33.6
1974-09-1,40.2
1974-10-1,47.1
1974-11-1,25
1974-12-1,20.5
1975-01-1,18.9
1975-02-1,11.5
1975-03-1,11.5
1975-04-1,5.1
1975-05-1,9
1975-06-1,11.4
1975-07-1,28.2
1975-08-1,39.7
1975-09-1,13.9
1975-10-1,9.1
1975-11-1,19.4
1975-12-1,7.8
1976-01-1,8.1
1976-02-1,4.3
1976-03-1,21.9
1976-04-1,18.8
1976-05-1,12.4
1976-06-1,12.2
1976-07-1,1.9
1976-08-1,16.4
1976-09-1,13.5
1976-10-1,20.6
1976-11-1,5.2
1976-12-1,15.3
1977-01-1,16.4
1977-02-1,23.1
1977-03-1,8.7
1977-04-1,12.9
1977-05-1,18.6
1977-06-1,38.5
1977-07-1,21.4
1977-08-1,30.1
1977-09-1,44
1977-10-1,43.8
1977-11-1,29.1
1977-12-1,43.2
1978-01-1,51.9
1978-02-1,93.6
1978-03-1,76.5
1978-04-1,99.7
1978-05-1,82.7
1978-06-1,95.1
1978-07-1,70.4
1978-08-1,58.1
1978-09-1,138.2
1978-10-1,125.1
1978-11-1,97.9
1978-12-1,122.7
1979-01-1,166.6
1979-02-1,137.5
1979-03-1,138
1979-04-1,101.5
1979-05-1,134.4
1979-06-1,149.5
1979-07-1,159.4
1979-08-1,142.2
1979-09-1,188.4
1979-10-1,186.2
1979-11-1,183.3
1979-12-1,176.3
1980-01-1,159.6
1980-02-1,155
1980-03-1,126.2
1980-04-1,164.1
1980-05-1,179.9
1980-06-1,157.3
1980-07-1,136.3
1980-08-1,135.4
1980-09-1,155
1980-10-1,164.7
1980-11-1,147.9
1980-12-1,174.4
1981-01-1,114
1981-02-1,141.3
1981-03-1,135.5
1981-04-1,156.4
1981-05-1,127.5
1981-06-1,90
1981-07-1,143.8
1981-08-1,158.7
1981-09-1,167.3
1981-10-1,162.4
1981-11-1,137.5
1981-12-1,150.1
1982-01-1,111.2
1982-02-1,163.6
1982-03-1,153.8
1982-04-1,122
1982-05-1,82.2
1982-06-1,110.4
1982-07-1,106.1
1982-08-1,107.6
1982-09-1,118.8
1982-10-1,94.7
1982-11-1,98.1
1982-12-1,127
1983-01-1,84.3
1983-02-1,51
1983-03-1,66.5
1983-04-1,80.7
1983-05-1,99.2
1983-06-1,91.1
1983-07-1,82.2
1983-08-1,71.8
1983-09-1,50.3
1983-10-1,55.8
1983-11-1,33.3
1983-12-1,33.4
